ID,Text,Comment
Building.WaterPump.FlavorDescription,Một ngụm nước mát lành tiếp thêm đầy sinh lực.,"""Pumped"" pun, feel free to adapt."
Building.WaterSeep.Description,Nguồn nước với áp lực có hạn.,
Building.WaterSeep.DisplayName,Mạch Nước Rỉ,"A building that allows water to seep through, creating a natural water source."
Building.WaterSeep.FlavorDescription,"Áp lực có hạn, khả năng vô hạn.",
Building.WaterSource.DisplayName,Nguồn Nước,
Building.WaterSource.FlavorDescription,"""Chúc dòng sông của bạn luôn dồi dào."" —Lời chào của hải ly",
Building.WaterWheel.Description,"Tạo ra động năng, nên đặt ở vùng nước chảy dọc theo bờ sông.",Power is not an electrical but mechanical/kinetic energy.
Building.WaterWheel.DisplayName,Bánh Xe Nước,
Building.WaterWheel.FlavorDescription,Kiệt tác để đời của cụ Kazko.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.WeatherStation.Description,Gửi tín hiệu dựa trên thời tiết.,
Building.WeatherStation.DisplayName,Trạm Thời Tiết,A building which checks the current weather condition (does not make forecasts).
Building.WeatherStation.EarlyActivation,Kích hoạt sớm,A label for a checkbox which makes the weather station activate a specified number of hours before the season starts
Building.WeatherStation.Header,Hoạt động khi:,"Header for weather station building settings. After this header, there are checkboxes for each weather type that can be enabled or disabled."
Building.Weathervane.Description,Một chong chóng nhỏ chỉ hướng và độ mạnh của gió.,
Building.Weathervane.DisplayName,Chong Chóng Gió,A decoration that turns towards the wind
Building.Weathervane.FlavorDescription,"""Nếu tôi đúng, thứ này có thể bay nếu được gắn vào một động cơ cùng một đôi cánh."" —Pina","Referencing the Wright brothers and their first-ever aircraft. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.Weathervane.WindStrength,Sức gió: {0}%,This tells how strong the wind is in percent between 0 and 100
Building.WindTunnel.Description,Cỗ máy có khả năng nhấc hải ly khỏi mặt đất để mang lại trải nghiệm cảm giác mạnh.,
Building.WindTunnel.DisplayName,Hầm Gió,
Building.WindTunnel.FlavorDescription,"""Tôi tin là mình có thể bay. Tôi chỉ cần tính toán được vận tốc vũ trụ thôi."" —Cụ Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.WindTurbine.Description,Tạo ra động năng tỷ lệ thuận với tốc độ gió.,
Building.WindTurbine.DisplayName,Tua-bin Gió,
Building.WindTurbine.FlavorDescription,"""Tất cả chúng ta chỉ là mùn cưa trong gió!"" —Bài hát của phe Đuôi Xòe","Reference to ""Dust in the Wind"" by Kansas."
Building.WoodFence.Description,Hàng rào trang trí làm bằng gỗ.,
Building.WoodFence.DisplayName,Hàng Rào Gỗ,
Building.WoodFence.FlavorDescription,"Nó giống như đập nước, nhưng là dành cho hải ly.",
Building.WoodWorkshop.Description,Gia cố các tấm gỗ bằng cách ngâm tẩm nhựa cây.,It produces treated / impregnated planks. The resin used is a pine resin.
Building.WoodWorkshop.DisplayName,Xưởng chế biến gỗ,It produces treated / impregnated planks. Do NOT use the same term as lumber mill.
Building.WoodWorkshop.FlavorDescription,Tại sao ván gỗ xử lý lại chắc chắn đến thế? Bởi vì nhựa cây đấy.,"'Because resins' sounds like 'Because reasons', wordplay on an older meme."
Building.ZiplineBeam.Description,Thanh đà ngang giữ dây cáp trượt giữa các trạm.,
Building.ZiplineBeam.DisplayName,Thanh cáp trượt,"A horizontal pole with an anchor point at its end that serves as a base for connecting zipline networks, which are used by beavers to travel faster around the map. Departure and arrival happens in Building.ZiplineStation.DisplayName, so they should be named similarly."
Building.ZiplineBeam.FlavorDescription,Chúng ta phải xây dựng thêm các thanh đà. —Pina,"Reference to the Starcraft warning ""We must construct additional pylons"", but a subversion of expectations since it's not on the pylon building."
Building.ZiplinePylon.Description,Tháp giữ dây cáp trượt giữa các trạm.,
Building.ZiplinePylon.DisplayName,Tháp cáp trượt,"A high pole that serves as a base for connecting zipline networks, which are used by beavers to travel faster around the map. Departure and arrival happens in Building.ZiplineStation.DisplayName, so they should be named similarly."
Building.ZiplinePylon.FlavorDescription,Đập đuôi vào nhau khi lướt qua hải ly khác là phép lịch sự tối thiểu.,Beaver version of a high five
Building.ZiplineStation.Description,Phương tiện di chuyển nhanh chóng và đầy phấn khích.,
Building.ZiplineStation.DisplayName,Trạm cáp trượt,"A station used for boarding zipline networks. They can be extended further using Building.ZiplinePylon.DisplayName, so they should be named similarly."
Building.ZiplineStation.FlavorDescription,"""Muốn trải nghiệm, đuôi của bạn phải dài chừng này."" —Biển hiệu ở lối vào","Reference to signs placed at amusement parks in front of the rides, but requiring tail length instead of height."
BuildingTools.CantUnlock,"Không thể mở khóa {0}, không đủ Điểm khoa học.",{0} stands for Building.DisplayName {1} stands for amount. Prompt when player doesn't have enough science points to unlock a building.
BuildingTools.DistrictsInConflict,Các khu vực phải được phân tách bằng Điểm giao khu vực.,A warning when a player tries to connect two districts without separating them with a District Crossing. District Crossing should be the same as Building.DistrictCrossing.DisplayName
BuildingTools.UnlockLabel,Mở khóa:,"Label of the button that unlocks the building, please keep short."
BuildingTools.UnlockPrompt,Bạn có chắc chắn muốn mở khóa {0}? Chi phí là {1} Điểm khoa học.,{0} stands for Building.DisplayName {1} stands for amount. Prompt when player presses to unlock a building.
Buildings.AboveGround,<YellowHighlight>Trên mặt đất:</YellowHighlight> Phải được đặt trên đỉnh các công trình khác.,
Buildings.BadwaterAccess,<YellowHighlight>Phụ thuộc nước độc:</YellowHighlight> Yêu cầu tiếp cận với nước độc.,
Buildings.BottomConstraint,Không thể xây dựng công trình này ở tầng đáy của bản đồ.,An alert for when someone tries to build at the lowest layer of the map.
Buildings.ContinuousTerrainConstraint,Yêu cầu địa hình liên tục xuống tới tầng đáy của bản đồ.,Warning when trying to place an object (that requires it) on a terrain with gaps
Buildings.DeletePrompt,Bạn có chắc chắn muốn phá hủy công trình đã chọn? Hành động này không thể hoàn tác.,
Buildings.EntranceBlocked,Lối vào bị tắc.,"A notification for when a building entrance is blocked, keep it short"
Buildings.GroundOnly,<YellowHighlight>Chỉ xây trên đất:</YellowHighlight> Phải được xây dựng trực tiếp trên mặt đất.,
Buildings.InfiniteDepth,vô tận.,Used as an infinite depth description in Buildings.UndergroundDepth key. Please keep the dot if it's used in other similar keys e.g. Buildings.TopConstraint
Buildings.InvalidTerrainLevel,Không thể xây dựng công trình này ở tầng đáy của bản đồ.,An alert for when someone tries to build at the lowest layer of the map.
Buildings.MissingGroundBelow,Thiếu nền đất phía dưới.,Warning shown to player when trying to place a building without ground underneath.
Buildings.PipeObstructed,Đường ống bị cản trở.,Warning that will be shown to player when Water Pump Pipe has zero lenght.
Buildings.PreviewFlooded,Công trình bị ngập nước.,Warning that will be shown to player when they try to build a building i a flooded area.
Buildings.Sequential,<YellowHighlight>Theo thứ tự:</YellowHighlight> Cập nhật một lần mỗi chu kỳ tích.,A description of a specific type of automation buildings which only update once per 'clock tick'.
Buildings.Solid,<YellowHighlight>Vững chắc:</YellowHighlight> Có thể xây dựng các công trình khác lên trên đỉnh.,Solid or Stackable — something that tells the player that you can build on top of it
BuildingSound.PlaySound,Phát âm thanh,Label for toggle to play building sound
Buildings.TopConstraint,Không thể xây dựng công trình này ở độ cao đó.,An alert for when someone tries to build forbidden buildings at the max terrain level of the map.
Buildings.UndergroundDepth,<YellowHighlight>Độ sâu dưới lòng đất:</YellowHighlight> {0}, Denotes a building that is built underground. The number tells how many blocks underground it occupies.
Buildings.UnsuitableBuildingBelow,Công trình này cần phải được xây dựng phía trên đỉnh của {0}.,{0} stands for another buildings DisplayName. This is a warning shown to the user during building placing.
Buildings.WaterAccess,<YellowHighlight>Phụ thuộc vào nước:</YellowHighlight> Yêu cầu tiếp cận với nước.,
Buildings.Wonder,<YellowHighlight>Kỳ quan:</YellowHighlight> Đỉnh cao của kỹ thuật hải ly.,Wonder is a keyword. Shown after selecting a wonder type building.
Button.Browse,Duyệt,Label of a button that opens a file explorer for a specific folder. Please keep short.
Button.Refresh,Làm mới,Label of a button that refreshes/reloads custom files from disk. Please keep short.
Camera.StateSaved,Đã lưu vị trí ống kính,"Notification on top of the window when camera state(location, rotation) is saved by player."
CancelPlantingTool.Description,Dùng công cụ này để hủy đánh dấu vùng gieo trồng.,Description of a tool that removes fields.
CancelPlantingTool.Title,Dọn dẹp vùng gieo trồng,Tool that removes fields so the beavers won't plant there.
Carrying.Carry,Đang mang: {0},"Label indicating what good the beaver is carrying. {0} will be either filled with the name of the good along with its current weight and the beaver lifting capacity (consistent with Carrying.Good), or will have Carrying.Nothing set if the beaver is not carrying anything."
Carrying.Good,{0} ({1} trên {2}),"Label used to tell player what good beaver is carrying and how much it weights in comparison to the beaver's strength. {0} stands for Good.DisplayName, {1} stands for carried good weight and {2} stands for a character lifting capacity. Used together with Carrying.Carry."
Carrying.Nothing,không có gì,When beaver is carrying nothing.
Condition.DisplayName,Thể trạng,"Bot equivalent of wellbeing (how good they are taken care of, how good their mechanical condition is)"
Console.CloseButton,Đóng,Label of the button that closes the console
Console.Collapse,▲ Thu gọn,Label of the button that collapses the console vertically. Please keep the arrow.
Console.Expand,▼ Mở rộng,Label of the button that expands the console vertically. Please keep the arrow.
Console.OpenFolderButton,Mở thư mục nhật ký,Label of the button that opens the folder with logs
